epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,746.85,0.62896,0.56212,0.0082,0.84312,0.93034,0.93957,0.70045,0.99182,0.55955,0.01688,0.00010405,0.00010405,0.00010405
183,751.678,0.63746,0.61198,0.00797,0.85034,0.92977,0.94095,0.69984,0.99286,0.55426,0.01699,9.91e-05,9.91e-05,9.91e-05
184,755.582,0.63718,0.58859,0.00839,0.84197,0.92879,0.93849,0.70074,0.95894,0.59244,0.0164,9.415e-05,9.415e-05,9.415e-05
185,759.175,0.62633,0.5793,0.00783,0.82788,0.94341,0.93995,0.70136,0.98259,0.54411,0.01693,8.92e-05,8.92e-05,8.92e-05
186,762.822,0.61595,0.58301,0.00769,0.82348,0.94576,0.93916,0.70185,0.95726,0.58346,0.01642,8.425e-05,8.425e-05,8.425e-05
187,766.7,0.62733,0.5279,0.00826,0.84029,0.93827,0.94127,0.70357,0.94013,0.58577,0.01611,7.93e-05,7.93e-05,7.93e-05
188,771.499,0.58288,0.58034,0.00749,0.8426,0.93955,0.94054,0.70302,0.96707,0.54493,0.0167,7.435e-05,7.435e-05,7.435e-05
189,775.545,0.58602,0.59888,0.00757,0.83825,0.94201,0.94121,0.70412,0.96303,0.55033,0.01653,6.94e-05,6.94e-05,6.94e-05
190,779.822,0.58005,0.5487,0.00772,0.82918,0.95023,0.94133,0.70341,0.93303,0.59876,0.01583,6.445e-05,6.445e-05,6.445e-05
191,794.413,0.57525,0.57203,0.00962,0.82571,0.95749,0.94246,0.70285,0.91559,0.59844,0.01564,5.95e-05,5.95e-05,5.95e-05
192,798.079,0.56559,0.55427,0.0092,0.82833,0.95162,0.94269,0.70338,0.91158,0.58932,0.01553,5.455e-05,5.455e-05,5.455e-05
193,801.816,0.53111,0.51795,0.00864,0.82425,0.94563,0.9438,0.70039,0.97035,0.52107,0.01673,4.96e-05,4.96e-05,4.96e-05
194,805.647,0.52722,0.51418,0.00882,0.84977,0.90578,0.93929,0.6974,0.97491,0.51721,0.01686,4.465e-05,4.465e-05,4.465e-05
195,809.372,0.55477,0.55379,0.00958,0.84236,0.9128,0.93888,0.69842,0.98695,0.51216,0.01707,3.97e-05,3.97e-05,3.97e-05
196,812.779,0.54378,0.51442,0.00873,0.85859,0.88496,0.93499,0.6958,0.99121,0.50842,0.01718,3.475e-05,3.475e-05,3.475e-05
197,816.333,0.52583,0.55092,0.0088,0.86283,0.88324,0.93208,0.69348,0.99487,0.50909,0.01728,2.98e-05,2.98e-05,2.98e-05
198,819.76,0.55836,0.53667,0.00938,0.8496,0.88826,0.93214,0.69403,0.99566,0.50705,0.01723,2.485e-05,2.485e-05,2.485e-05
199,823.276,0.54275,0.51199,0.00911,0.86918,0.87121,0.93163,0.69397,0.99135,0.50542,0.01717,1.99e-05,1.99e-05,1.99e-05
200,826.667,0.54016,0.53759,0.00912,0.82613,0.91221,0.93244,0.69507,0.99015,0.50092,0.01714,1.495e-05,1.495e-05,1.495e-05
