epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,100.039,0.93031,1.94308,0.01465,0.82598,0.605,0.78938,0.55337,1.19671,1.43602,0.02147,0.00077725,0.00077725,0.00077725
47,101.863,0.90949,1.97729,0.01458,0.82719,0.60892,0.8088,0.54977,1.27778,1.40202,0.0235,0.0007723,0.0007723,0.0007723
48,103.929,0.95361,1.91055,0.01351,0.87964,0.60022,0.81412,0.55705,1.20055,1.37168,0.02164,0.00076735,0.00076735,0.00076735
49,106.933,0.88014,1.7323,0.01185,0.72671,0.66885,0.79767,0.57253,1.05502,1.3177,0.01813,0.0007624,0.0007624,0.0007624
50,109.832,0.83577,1.79391,0.01263,0.74488,0.70745,0.8261,0.61448,1.05593,1.18646,0.01758,0.00075745,0.00075745,0.00075745
51,112.972,0.88596,1.71114,0.01251,0.81173,0.63685,0.82618,0.60982,1.07385,1.14532,0.01839,0.0007525,0.0007525,0.0007525
52,116.528,0.86915,1.82728,0.01271,0.84615,0.65361,0.84476,0.60509,1.1381,1.15116,0.02004,0.00074755,0.00074755,0.00074755
53,119.64,0.88254,1.57365,0.01161,0.78386,0.72649,0.83852,0.59975,1.1503,1.11114,0.02078,0.0007426,0.0007426,0.0007426
54,122.344,0.92008,1.71558,0.01354,0.78386,0.72649,0.83852,0.59975,1.1503,1.11114,0.02078,0.00073765,0.00073765,0.00073765
55,124.833,0.87007,1.7699,0.01362,0.80765,0.68307,0.8354,0.63148,1.0097,1.11015,0.01792,0.0007327,0.0007327,0.0007327
56,127.778,0.90839,1.75693,0.01316,0.86924,0.68671,0.85058,0.64855,1.01462,1.05547,0.01779,0.00072775,0.00072775,0.00072775
57,130.537,0.92441,1.75921,0.01366,0.75819,0.79118,0.85814,0.64353,1.11795,1.00358,0.02011,0.0007228,0.0007228,0.0007228
58,133.245,0.88652,1.59145,0.01246,0.70195,0.77963,0.84356,0.62808,1.12903,0.99733,0.02033,0.00071785,0.00071785,0.00071785
59,136.074,0.89314,1.66002,0.01301,0.71609,0.81572,0.84197,0.6412,1.10116,0.96001,0.01946,0.0007129,0.0007129,0.0007129
60,138.589,0.83737,1.52792,0.01151,0.76079,0.80706,0.86507,0.65555,1.09152,0.94556,0.01948,0.00070795,0.00070795,0.00070795
61,140.684,0.80457,1.48349,0.01087,0.79437,0.80021,0.87961,0.65882,1.0599,0.91413,0.01896,0.000703,0.000703,0.000703
62,142.513,0.85001,1.55823,0.0117,0.79437,0.80021,0.87961,0.65882,1.0599,0.91413,0.01896,0.00069805,0.00069805,0.00069805
63,144.373,0.89328,1.65262,0.01441,0.88012,0.73077,0.89258,0.67467,1.0288,0.88122,0.0181,0.0006931,0.0006931,0.0006931
64,146.233,0.84231,1.44431,0.01131,0.85256,0.83365,0.9009,0.69528,1.01079,0.90062,0.01751,0.00068815,0.00068815,0.00068815
65,148.11,0.84547,1.42164,0.01136,0.84894,0.81086,0.90084,0.69278,1.04813,0.89957,0.01774,0.0006832,0.0006832,0.0006832
66,150.232,0.82442,1.40885,0.01102,0.81973,0.84021,0.90503,0.68903,1.05991,0.89888,0.01831,0.00067825,0.00067825,0.00067825
67,152.073,0.83529,1.64008,0.01331,0.76741,0.86045,0.90461,0.67789,1.0727,0.90061,0.01871,0.0006733,0.0006733,0.0006733
68,153.91,0.87826,1.52568,0.01222,0.80616,0.87286,0.91915,0.70472,1.06569,0.87096,0.0189,0.00066835,0.00066835,0.00066835
69,155.758,0.8687,1.54087,0.01185,0.86268,0.81839,0.92537,0.71583,1.01603,0.82528,0.01746,0.0006634,0.0006634,0.0006634
70,157.612,0.87708,1.56514,0.01271,0.86268,0.81839,0.92537,0.71583,1.01603,0.82528,0.01746,0.00065845,0.00065845,0.00065845
71,159.442,0.83325,1.42046,0.01129,0.7496,0.91402,0.90109,0.70324,1.01233,0.81035,0.01725,0.0006535,0.0006535,0.0006535
72,161.269,0.86327,1.5705,0.01239,0.75179,0.8559,0.90191,0.70058,1.04445,0.83528,0.01818,0.00064855,0.00064855,0.00064855
73,163.093,0.82066,1.54662,0.01163,0.73624,0.87641,0.93106,0.70869,1.06076,0.81779,0.01895,0.0006436,0.0006436,0.0006436
74,164.928,0.77921,1.4482,0.01117,0.86084,0.83298,0.92918,0.69999,1.07891,0.77166,0.01926,0.00063865,0.00063865,0.00063865
75,166.745,0.8001,1.35883,0.0119,0.75152,0.88042,0.89824,0.681,1.06799,0.79566,0.01889,0.0006337,0.0006337,0.0006337
76,168.552,0.76686,1.34472,0.00972,0.76054,0.85403,0.90839,0.677,1.0833,0.79989,0.01904,0.00062875,0.00062875,0.00062875
77,170.414,0.77903,1.43778,0.0108,0.87493,0.75677,0.89384,0.66637,1.05473,0.87405,0.01849,0.0006238,0.0006238,0.0006238
78,172.224,0.82859,1.41395,0.01269,0.87493,0.75677,0.89384,0.66637,1.05473,0.87405,0.01849,0.00061885,0.00061885,0.00061885
79,174.05,0.8176,1.37333,0.0116,0.68248,0.88828,0.90012,0.6673,1.07355,0.83651,0.01868,0.0006139,0.0006139,0.0006139
80,175.835,0.81255,1.44806,0.01188,0.77309,0.82486,0.88902,0.66055,1.09836,0.80885,0.01931,0.00060895,0.00060895,0.00060895
81,177.747,0.80451,1.23351,0.01048,0.87172,0.77234,0.87099,0.64415,1.09593,0.79627,0.0195,0.000604,0.000604,0.000604
82,179.746,0.79141,1.31263,0.01061,0.82676,0.81261,0.87769,0.65013,1.11434,0.75195,0.01964,0.00059905,0.00059905,0.00059905
83,181.636,0.76976,1.24167,0.01156,0.79499,0.85704,0.88016,0.65713,1.08624,0.7662,0.01888,0.0005941,0.0005941,0.0005941
84,183.497,0.72144,1.20219,0.01014,0.87044,0.8093,0.89103,0.66171,1.11033,0.78732,0.01927,0.00058915,0.00058915,0.00058915
85,185.34,0.80726,1.39962,0.01204,0.8481,0.8242,0.88129,0.65289,1.12924,0.75945,0.01962,0.0005842,0.0005842,0.0005842
86,187.121,0.84545,1.37885,0.01171,0.8481,0.8242,0.88129,0.65289,1.12924,0.75945,0.01962,0.00057925,0.00057925,0.00057925
87,188.932,0.77682,1.34158,0.01133,0.87617,0.80583,0.87364,0.65443,1.09953,0.74117,0.01908,0.0005743,0.0005743,0.0005743
88,190.74,0.81199,1.2981,0.0123,0.89013,0.83872,0.86685,0.66176,1.0171,0.79727,0.01757,0.00056935,0.00056935,0.00056935
89,192.597,0.82229,1.29257,0.01159,0.8586,0.80511,0.86056,0.65921,1.0432,0.81255,0.01829,0.0005644,0.0005644,0.0005644
90,194.394,0.76947,1.15601,0.00988,0.83526,0.83109,0.8632,0.65431,1.10196,0.81903,0.02009,0.00055945,0.00055945,0.00055945
91,196.247,0.75966,1.21905,0.01063,0.77344,0.85154,0.8732,0.65676,1.10931,0.80523,0.02047,0.0005545,0.0005545,0.0005545
92,198.098,0.7554,1.25068,0.0115,0.82278,0.83546,0.88667,0.66783,1.0874,0.77669,0.01963,0.00054955,0.00054955,0.00054955
93,199.949,0.82123,1.38381,0.01273,0.81495,0.83724,0.90431,0.67759,1.05,0.80579,0.01814,0.0005446,0.0005446,0.0005446
94,201.869,0.78558,1.32853,0.01204,0.81495,0.83724,0.90431,0.67759,1.05,0.80579,0.01814,0.00053965,0.00053965,0.00053965
95,203.756,0.79868,1.28754,0.01197,0.84915,0.83659,0.90739,0.67754,1.02825,0.75699,0.01737,0.0005347,0.0005347,0.0005347
96,205.57,0.73024,1.16722,0.01046,0.884,0.81838,0.9087,0.66926,1.0696,0.72585,0.01852,0.00052975,0.00052975,0.00052975
97,207.432,0.81109,1.23916,0.01199,0.92163,0.83728,0.91901,0.66207,1.10096,0.69992,0.0193,0.0005248,0.0005248,0.0005248
98,209.406,0.74168,1.2495,0.01069,0.82749,0.87228,0.90035,0.64654,1.12381,0.7218,0.01995,0.00051985,0.00051985,0.00051985
99,211.265,0.80289,1.32467,0.01273,0.86143,0.85091,0.8989,0.65093,1.09793,0.73643,0.01935,0.0005149,0.0005149,0.0005149
100,213.093,0.79462,1.20319,0.01112,0.84823,0.85938,0.89535,0.66267,1.04918,0.7186,0.01812,0.00050995,0.00050995,0.00050995
101,214.944,0.76993,1.14486,0.00967,0.82894,0.83521,0.88258,0.6671,1.0464,0.71986,0.01786,0.000505,0.000505,0.000505
102,216.839,0.7812,1.14744,0.01028,0.82894,0.83521,0.88258,0.6671,1.0464,0.71986,0.01786,0.00050005,0.00050005,0.00050005
103,218.786,0.81819,1.34744,0.01343,0.84941,0.79266,0.86185,0.65498,1.06629,0.74226,0.01835,0.0004951,0.0004951,0.0004951
104,220.696,0.82698,1.31826,0.01227,0.77974,0.83036,0.86467,0.64397,1.11699,0.75356,0.01938,0.00049015,0.00049015,0.00049015
105,222.562,0.77579,1.19817,0.01125,0.71292,0.83687,0.84987,0.62479,1.1283,0.76871,0.02005,0.0004852,0.0004852,0.0004852
106,224.426,0.71663,1.11567,0.01054,0.7133,0.87049,0.84932,0.61904,1.11389,0.81682,0.02029,0.00048025,0.00048025,0.00048025
107,226.321,0.69622,1.06858,0.00963,0.74659,0.86369,0.86661,0.62777,1.09933,0.8105,0.01994,0.0004753,0.0004753,0.0004753
108,228.299,0.76462,1.17589,0.01068,0.83709,0.81284,0.89113,0.64999,1.06626,0.79658,0.01898,0.00047035,0.00047035,0.00047035
109,230.183,0.72458,1.17923,0.01032,0.80582,0.80734,0.88151,0.65596,1.04061,0.78128,0.0181,0.0004654,0.0004654,0.0004654
110,231.982,0.77211,1.12765,0.012,0.80582,0.80734,0.88151,0.65596,1.04061,0.78128,0.0181,0.00046045,0.00046045,0.00046045
111,234.116,0.74236,1.12144,0.01043,0.94232,0.76298,0.88569,0.65751,1.0358,0.77009,0.01795,0.0004555,0.0004555,0.0004555
112,235.991,0.74965,1.03341,0.01015,0.91829,0.7989,0.89391,0.66613,1.03885,0.74413,0.01779,0.00045055,0.00045055,0.00045055
113,237.835,0.76239,1.14097,0.01097,0.91887,0.7956,0.89111,0.66857,1.01634,0.73884,0.01767,0.0004456,0.0004456,0.0004456
114,239.689,0.72499,1.12037,0.01059,0.88569,0.80456,0.90217,0.67167,1.03708,0.70619,0.01773,0.00044065,0.00044065,0.00044065
115,241.583,0.78727,1.19259,0.01188,0.83695,0.90505,0.91737,0.67412,1.06888,0.68465,0.01818,0.0004357,0.0004357,0.0004357
116,244.383,0.78338,1.11607,0.0111,0.84283,0.89916,0.92239,0.67654,1.10335,0.65431,0.01883,0.00043075,0.00043075,0.00043075
117,246.287,0.74624,1.14017,0.01049,0.80434,0.91991,0.91699,0.68526,1.07311,0.64496,0.01813,0.0004258,0.0004258,0.0004258
118,248.089,0.76356,1.06657,0.01017,0.80434,0.91991,0.91699,0.68526,1.07311,0.64496,0.01813,0.00042085,0.00042085,0.00042085
119,249.903,0.73998,1.06518,0.00979,0.81048,0.90382,0.91159,0.67984,1.04782,0.63044,0.01768,0.0004159,0.0004159,0.0004159
120,252.364,0.69735,1.00726,0.00926,0.83811,0.88335,0.91913,0.69052,1.03765,0.63586,0.01805,0.00041095,0.00041095,0.00041095
121,254.969,0.73838,1.14156,0.01147,0.83592,0.8742,0.91445,0.68883,1.03826,0.65746,0.0181,0.000406,0.000406,0.000406
122,257.358,0.74165,1.08034,0.01048,0.94953,0.78097,0.91606,0.69103,1.04907,0.64634,0.01841,0.00040105,0.00040105,0.00040105
123,260.087,0.70774,0.98238,0.01065,0.93421,0.80365,0.90909,0.67576,1.0713,0.62054,0.01867,0.0003961,0.0003961,0.0003961
124,262.339,0.66201,0.95102,0.00857,0.87018,0.82724,0.90186,0.65692,1.08885,0.66558,0.01889,0.00039115,0.00039115,0.00039115
125,264.902,0.72046,1.019,0.00968,0.92366,0.76655,0.89604,0.65472,1.09338,0.66934,0.01888,0.0003862,0.0003862,0.0003862
126,267.219,0.70498,1.09463,0.00961,0.92366,0.76655,0.89604,0.65472,1.09338,0.66934,0.01888,0.00038125,0.00038125,0.00038125
127,269.659,0.68064,0.92787,0.00877,0.91737,0.7693,0.89739,0.66795,1.04075,0.70332,0.01768,0.0003763,0.0003763,0.0003763
128,271.965,0.72287,0.9682,0.00899,0.93978,0.79255,0.90532,0.67995,1.02788,0.66655,0.01738,0.00037135,0.00037135,0.00037135
129,274.317,0.74255,1.02574,0.01019,0.86696,0.82123,0.90964,0.68146,1.02005,0.64321,0.01724,0.0003664,0.0003664,0.0003664
130,276.584,0.74018,0.97452,0.01035,0.91113,0.80148,0.90664,0.68202,1.04021,0.62208,0.0177,0.00036145,0.00036145,0.00036145
131,279.118,0.67231,0.93227,0.00911,0.91281,0.81871,0.90683,0.67225,1.06065,0.62504,0.018,0.0003565,0.0003565,0.0003565
132,281.584,0.71037,1.00862,0.00965,0.91545,0.81597,0.90842,0.68303,1.0617,0.61468,0.01778,0.00035155,0.00035155,0.00035155
133,283.7,0.72538,1.05032,0.01045,0.898,0.85035,0.90506,0.67921,1.04242,0.60738,0.01717,0.0003466,0.0003466,0.0003466
134,285.508,0.68139,0.92454,0.00926,0.898,0.85035,0.90506,0.67921,1.04242,0.60738,0.01717,0.00034165,0.00034165,0.00034165
135,287.445,0.69919,0.95495,0.00955,0.89517,0.85491,0.90651,0.68603,1.03622,0.58944,0.01678,0.0003367,0.0003367,0.0003367
136,289.317,0.73652,1.01832,0.01006,0.88209,0.86947,0.9056,0.67707,1.02778,0.59097,0.01699,0.00033175,0.00033175,0.00033175
137,291.222,0.72804,1.04043,0.00956,0.90054,0.86976,0.90762,0.68123,1.03449,0.61596,0.01749,0.0003268,0.0003268,0.0003268
138,293.176,0.62838,0.88874,0.00881,0.89842,0.8509,0.90982,0.67727,1.05675,0.60488,0.01821,0.00032185,0.00032185,0.00032185
139,295.331,0.69728,1.00925,0.00998,0.90335,0.84456,0.9112,0.6832,1.06327,0.59076,0.01834,0.0003169,0.0003169,0.0003169
140,297.284,0.75243,1.0497,0.01021,0.92211,0.82973,0.91497,0.68777,1.05578,0.63216,0.01837,0.00031195,0.00031195,0.00031195
141,299.182,0.69209,0.9631,0.01059,0.93819,0.81451,0.91283,0.68423,1.08518,0.6146,0.01888,0.000307,0.000307,0.000307
142,301.022,0.71472,0.94042,0.00975,0.93819,0.81451,0.91283,0.68423,1.08518,0.6146,0.01888,0.00030205,0.00030205,0.00030205
143,302.873,0.71533,0.92637,0.00967,0.82499,0.88522,0.91035,0.67874,1.09109,0.6177,0.01907,0.0002971,0.0002971,0.0002971
144,304.73,0.70775,0.92684,0.01034,0.89261,0.8096,0.90718,0.66738,1.10947,0.61667,0.01961,0.00029215,0.00029215,0.00029215
145,306.578,0.67704,0.92132,0.00979,0.84179,0.85934,0.90949,0.67839,1.09098,0.60243,0.01923,0.0002872,0.0002872,0.0002872
146,308.44,0.68677,0.92703,0.00993,0.89659,0.8103,0.90961,0.6885,1.0609,0.59317,0.01852,0.00028225,0.00028225,0.00028225
147,310.279,0.68388,0.91713,0.00901,0.91875,0.79952,0.91194,0.68883,1.02461,0.59797,0.0173,0.0002773,0.0002773,0.0002773
148,312.134,0.72168,0.96084,0.01108,0.94344,0.80314,0.91173,0.70067,1.0132,0.61234,0.01696,0.00027235,0.00027235,0.00027235
149,313.998,0.67569,0.91728,0.00999,0.93955,0.79825,0.91267,0.69603,1.01787,0.63605,0.01711,0.0002674,0.0002674,0.0002674
150,315.82,0.76111,0.98908,0.01024,0.93955,0.79825,0.91267,0.69603,1.01787,0.63605,0.01711,0.00026245,0.00026245,0.00026245
151,317.791,0.704,0.90957,0.00973,0.90118,0.81025,0.90988,0.68545,1.02613,0.64438,0.01731,0.0002575,0.0002575,0.0002575
152,319.617,0.71046,0.96313,0.01021,0.92773,0.80153,0.91203,0.68709,1.03642,0.64341,0.01771,0.00025255,0.00025255,0.00025255
153,321.444,0.66791,0.89642,0.00973,0.81853,0.8847,0.91674,0.68838,1.04148,0.63754,0.01752,0.0002476,0.0002476,0.0002476
154,323.279,0.67672,0.88136,0.00922,0.83244,0.88561,0.91763,0.68971,1.03027,0.62927,0.01751,0.00024265,0.00024265,0.00024265
155,325.106,0.61108,0.76137,0.00814,0.84057,0.87657,0.915,0.68895,1.03344,0.62893,0.01765,0.0002377,0.0002377,0.0002377
156,326.937,0.71532,0.95099,0.01053,0.90497,0.8235,0.91114,0.68986,1.04641,0.63665,0.01782,0.00023275,0.00023275,0.00023275
157,328.791,0.64387,0.8405,0.00812,0.90401,0.81719,0.90826,0.6779,1.04351,0.65936,0.01795,0.0002278,0.0002278,0.0002278
158,330.603,0.63131,0.84017,0.00815,0.90401,0.81719,0.90826,0.6779,1.04351,0.65936,0.01795,0.00022285,0.00022285,0.00022285
159,332.459,0.65725,0.87774,0.00928,0.8961,0.81996,0.90641,0.68531,1.04398,0.6509,0.01766,0.0002179,0.0002179,0.0002179
160,334.553,0.69989,0.94485,0.01111,0.92191,0.76703,0.90102,0.67958,1.03981,0.661,0.01755,0.00021295,0.00021295,0.00021295
161,336.418,0.68815,0.93437,0.00941,0.93799,0.78691,0.91264,0.6896,1.04938,0.66086,0.01785,0.000208,0.000208,0.000208
162,338.255,0.66251,0.86135,0.00858,0.94427,0.81195,0.91388,0.68916,1.05508,0.64826,0.01806,0.00020305,0.00020305,0.00020305
163,340.073,0.66782,0.85435,0.00907,0.93199,0.82224,0.91309,0.68818,1.04676,0.64176,0.01794,0.0001981,0.0001981,0.0001981
164,341.902,0.6082,0.78432,0.00772,0.84824,0.85964,0.91599,0.69262,1.04516,0.64327,0.01792,0.00019315,0.00019315,0.00019315
165,343.8,0.65399,0.89769,0.00915,0.83729,0.84592,0.9139,0.69217,1.02745,0.64433,0.01746,0.0001882,0.0001882,0.0001882
166,345.684,0.62699,0.79712,0.00864,0.83729,0.84592,0.9139,0.69217,1.02745,0.64433,0.01746,0.00018325,0.00018325,0.00018325
167,347.616,0.63217,0.8393,0.00812,0.84106,0.84036,0.91528,0.68482,1.01568,0.64696,0.01713,0.0001783,0.0001783,0.0001783
168,349.515,0.63088,0.84034,0.00865,0.88676,0.8062,0.91172,0.68499,1.01751,0.63638,0.01703,0.00017335,0.00017335,0.00017335
169,351.451,0.64498,0.90622,0.00881,0.78405,0.89536,0.91208,0.69461,1.00506,0.64965,0.01686,0.0001684,0.0001684,0.0001684
